OSEBuildingID,DataYear,BuildingType,PropertyName,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,ENERGYSTARScore,SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions
23934,2016,NonResidential,Prologis Park Seattle 2,GREATER DUWAMISH,1960,1.0,1,53550,0,53550,Non-Refrigerated Warehouse,11.0,5129831.0,0.0,1499028.0,3091218.0,174.62
19853,2016,NonResidential,Hartford Building,DOWNTOWN,1929,1.0,2,20028,0,20028,Office,95.0,550668.125,151742.5,360055.0,0.0,14.22
33408,2016,NonResidential,The Seattle Public Library - Lake City Branch,NORTH,1965,1.0,1,24697,0,24697,Library,,1395016.125,0.0,859009.0,436677.0,29.18
703,2016,NonResidential,501 Elliott Ave West,MAGNOLIA / QUEEN ANNE,2000,1.0,4,165111,55000,110111,Office,1.0,25478086.0,0.0,25478083.0,0.0,177.62
25935,2016,NonResidential,Philadelphia church,BALLARD,1956,1.0,2,21562,0,21562,Worship Facility,20.0,1000251.875,0.0,189790.0,677016.0,37.28
363,2016,NonResidential,University Book Store,NORTHEAST,1978,1.0,2,89200,0,89200,Retail Store,83.0,6707359.5,0.0,5499125.0,962811.0,89.47
540,2016,NonResidential,NWCP-SEA Bldg K,GREATER DUWAMISH,1966,1.0,1,22780,0,22780,Non-Refrigerated Warehouse,33.0,402051.3125,0.0,402051.0,0.0,2.8
23562,2016,NonResidential,The Travelers Hotel,DOWNTOWN,1913,1.0,3,43878,0,43878,Multifamily Housing,,769771.3125,0.0,769771.0,0.0,5.37
26125,2016,NonResidential,Northwest School,EAST,1904,1.0,3,60000,0,60000,K-12 School,52.0,3928621.25,0.0,1537012.0,2088395.0,121.63
21122,2016,NonResidential,Fremont Court-Equinox Building,LAKE UNION,2001,5.0,3,41827,9226,32601,Multifamily Housing,,4288601.5,0.0,2439095.0,1754275.0,110.17
317,2016,NonResidential,Seattle Aquarium,DOWNTOWN,1980,1.0,2,69400,0,69400,Other - Entertainment/Public Assembly,,15230290.0,0.0,10534370.0,4299104.0,301.76
23742,2016,NonResidential,1419 Elliott Ave,MAGNOLIA / QUEEN ANNE,1979,1.0,2,43016,5400,37616,Office,100.0,1458046.0,0.0,107823.0,1126273.0,60.57
19766,2016,NonResidential,(ID19766) ALKI CONGREGATIONAL CHURCH,SOUTHWEST,1926,1.0,2,22128,0,22128,Worship Facility,94.0,727772.8125,0.0,153306.0,455054.0,25.24
49865,2016,NonResidential,SOUTH,NORTHEAST,2013,1.0,6,305025,239252,65773,Lifestyle Center,,26532170.0,0.0,12331431.0,13628209.0,809.76
21916,2016,NonResidential,Union Bay Plaza,NORTHEAST,1945,1.0,2,22135,0,22135,Medical Office,,1365716.125,0.0,858099.0,403535.0,27.41
21530,2016,NonResidential,Space Needle Building,LAKE UNION,1959,1.0,2,21128,0,21128,Office,97.0,436604.0938,0.0,436604.0,0.0,3.04
20552,2016,NonResidential,OLD WESTERN STEEL CASTING CO,GREATER DUWAMISH,1914,1.0,1,20000,0,20000,Retail Store,75.0,557863.6875,0.0,557864.0,0.0,3.89
24769,2016,NonResidential,Aljoya Thornton Place,NORTH,2009,1.0,6,244500,0,244500,Senior Care Community,100.0,11314740.0,0.0,6338614.0,4681026.0,292.8
22547,2016,NonResidential,Mahoney Warehouse,MAGNOLIA / QUEEN ANNE,1980,1.0,3,30989,0,30989,Self-Storage Facility,,98862.89844,0.0,97690.0,0.0,0.68
329,2016,NonResidential,1700 Seventh Ave,DOWNTOWN,2000,1.0,23,747747,205076,542671,Office,90.0,31693704.0,0.0,27883939.0,3101477.0,359.11
24537,2016,NonResidential,Cloverdale Business Park Building B,GREATER DUWAMISH,1979,1.0,1,33320,0,33320,Non-Refrigerated Warehouse,,2499644.75,0.0,1289233.0,1050001.0,64.75
33,2016,NonResidential,Marriott Springhill Suites (33),DOWNTOWN,2001,1.0,10,171866,38281,133585,Hotel,57.0,11171407.0,0.0,5610706.0,5451210.0,328.63
49911,2016,NonResidential,Educare Early Learning Center,DELRIDGE,2010,1.0,2,44162,0,44162,Pre-school/Daycare,,1679541.25,0.0,953635.0,592850.0,38.13
22962,2016,NonResidential,Northgate Meridian Bldg,NORTHWEST,1987,1.0,3,76105,27307,48798,Office,91.0,2596383.25,0.0,2472350.0,0.0,17.24
21907,2016,NonResidential,North Seattle Professional Center,NORTH,1980,1.0,2,26930,6350,20580,Medical Office,64.0,1002995.0,0.0,1002995.0,0.0,6.99
24579,2016,NonResidential,SODO Park Bldg,GREATER DUWAMISH,1916,2.0,1,27760,0,27760,Other,,3262533.0,0.0,816471.0,2017153.0,112.82
49725,2016,NonResidential,VM Seattle Hospital & Medical Center - Jones Pavilion,EAST,2012,1.0,7,267470,0,267470,Other,,42715544.0,18547858.0,23795911.0,0.0,1597.56
20415,2016,NonResidential,Holy Rosary School,SOUTHWEST,1922,1.0,2,33462,0,33462,K-12 School,76.0,4719841.5,0.0,574940.0,3412276.0,185.23
22577,2016,NonResidential,property #50,MAGNOLIA / QUEEN ANNE,1960,1.0,2,36498,0,36498,Distribution Center,89.0,602201.625,0.0,277628.0,242384.0,14.81
25670,2016,NonResidential,Legacy Pine Street,EAST,1906,1.0,3,20897,0,20897,Office,,1031474.188,0.0,725243.0,239681.0,17.79
50220,2016,NonResidential,Genesee/SC SE HQ,SOUTHEAST,1960,1.0,1,15398,0,15398,Office,93.0,414172.4063,0.0,277536.8515,110272.998,7.79
21180,2016,NonResidential,"Seventeen Meters, LLC",LAKE UNION,1996,0.0,3,53103,0,53103,Other,,4879644.0,0.0,4788878.0,89080.0,38.12
264,2016,NonResidential,TriBeCa,MAGNOLIA / QUEEN ANNE,2002,1.0,4,110785,0,110785,Multifamily Housing,,10864032.0,0.0,10139555.0,418354.0,92.91
26933,2016,NonResidential,Langston Hughes Performing Arts Center,CENTRAL,1913,1.0,3,20992,0,20992,Performing Arts,,2879554.5,0.0,576892.0,1896410.0,104.74
723,2016,NonResidential,North Coast Electric,GREATER DUWAMISH,1970,1.0,1,84420,0,84420,Distribution Center,55.0,2882685.0,0.0,2848317.0,0.0,19.86
490,2016,NonResidential,North Tower,MAGNOLIA / QUEEN ANNE,1972,1.0,5,87178,20416,66762,Office,69.0,3838006.75,0.0,3632614.0,0.0,25.32
794,2016,NonResidential,NWCP-SEA Bldg C,GREATER DUWAMISH,1966,1.0,1,115620,0,115620,Non-Refrigerated Warehouse,11.0,1951856.25,0.0,1951856.0,0.0,13.61
24769,2016,NonResidential,Aljoya Thornton Place,NORTH,2009,1.0,6,244500,0,244500,Senior Care Community,100.0,11314740.0,0.0,6338614.0,4681026.0,292.8
19697,2016,NonResidential,North Substation,NORTH,1923,1.0,2,21462,0,21462,Other,,1207838.75,0.0,1114384.0,0.0,7.77
63,2016,NonResidential,Sheraton Seattle Hotel,DOWNTOWN,1982,1.0,34,994212,146694,847518,Hotel,63.0,82318072.0,11598686.0,45545529.0,23324992.0,2451.58
470,2016,NonResidential,401 Terry (ID470),LAKE UNION,2003,1.0,4,241159,111793,129366,Laboratory,,34746128.0,0.0,20388923.0,13324952.0,849.83
49699,2016,NonResidential,21615-Seattle/10020 MartinLutherKing,SOUTHEAST,1988,1.0,2,45700,0,45700,Non-Refrigerated Warehouse,99.0,1547490.125,0.0,1441594.0,102600.0,15.5
392,2016,NonResidential,Linden Bldg,NORTHWEST,1960,1.0,1,52311,0,52311,Non-Refrigerated Warehouse,96.0,1109137.125,0.0,16765.0,913847.0,48.65
21239,2016,NonResidential,Seattle North,NORTHEAST,1949,1.0,1,26033,0,26033,Worship Facility,78.0,1343672.875,0.0,340323.0,808817.0,45.33
348,2016,NonResidential,1101 Second Avenue (HOB),DOWNTOWN,1968,1.0,8,157941,62993,94948,Office,81.0,3743228.5,0.0,3743228.0,0.0,26.1
238,2016,NonResidential,North Service Center,NORTHWEST,1957,1.0,2,91130,0,91130,Office,,10005492.0,0.0,7093984.0,2378373.0,175.77
27378,2016,NonResidential,Safeway 1550 - Roosevelt Way,NORTHEAST,1997,1.0,1,76585,38585,38000,Supermarket/Grocery Store,18.0,14368231.0,0.0,8112028.0,5794050.0,364.27
24603,2016,NonResidential,20731-West Seattle / Delridge Way SW,DELRIDGE,1982,1.0,2,36600,0,36600,Non-Refrigerated Warehouse,80.0,320606.5938,0.0,308400.0,0.0,2.15
20988,2016,NonResidential,Building O,GREATER DUWAMISH,1969,1.0,2,25872,0,25872,Office,41.0,2498335.25,0.0,985457.0,1413896.0,81.96
21399,2016,NonResidential,Interurban Exchange IV/V & Van Vorst - SEDO,LAKE UNION,2009,1.0,5,508160,0,508160,Office,77.0,28053172.0,0.0,21725258.0,6327910.0,487.53
403,2016,NonResidential,Logan Building,DOWNTOWN,1958,1.0,10,135918,0,135918,Office,91.0,6771618.5,2121203.0,4302353.0,0.0,193.72
27882,2016,NonResidential,900 E Pine St,EAST,1925,1.0,2,27938,0,27938,Office,97.0,1002986.375,0.0,1024252.0,3142.0,7.31
32,2016,NonResidential,Homewood Suites,EAST,1991,1.0,8,158676,30301,128375,Hotel,,5424942.0,0.0,572307.0,4755745.0,256.57
113,2016,NonResidential,KCTS9,MAGNOLIA / QUEEN ANNE,1986,0.0,2,66240,2352,63888,Office,,4192107.75,0.0,4166305.0,0.0,29.04
23231,2016,NonResidential,Bitter Lake Plaza,NORTHWEST,1979,1.0,2,20088,0,20088,Retail Store,,337536.0938,0.0,326778.0,0.0,2.28
23653,2016,NonResidential,Ship Canal,LAKE UNION,1989,1.0,3,48924,0,48924,Office,71.0,2398376.5,0.0,1343373.0,939178.0,59.24
423,2016,NonResidential,One Union Square,DOWNTOWN,1980,1.0,36,794592,0,794592,Office,96.0,27340878.0,0.0,26031451.0,658204.0,216.43
495,2016,NonResidential,4245 Roosevelt 2ros4245,NORTHEAST,1994,1.0,4,191276,95281,95995,Medical Office,21.0,8422861.0,0.0,8005293.0,417567.0,77.99
23744,2016,NonResidential,1430-1448 Elliott Ave W,MAGNOLIA / QUEEN ANNE,1940,1.0,2,20671,0,20671,Office,98.0,746543.625,0.0,198321.0,440186.0,24.76
20605,2016,NonResidential,VISKO BUILDING,DELRIDGE,1953,1.0,1,31521,0,31521,Non-Refrigerated Warehouse,6.0,1823198.75,0.0,720945.0,1067203.0,61.71
20970,2016,NonResidential,Kin On Health Care Center,SOUTHEAST,1966,1.0,2,48882,7233,41649,Senior Care Community,51.0,7048919.0,0.0,2708255.0,4074180.0,235.26
839,2016,NonResidential,Silver Cloud Inn - Broadway,EAST,2003,1.0,6,150545,50017,100528,Hotel,28.0,13961121.0,0.0,5601497.0,7808543.0,453.76
53,2016,NonResidential,El Centro de la Raza,GREATER DUWAMISH,1900,1.0,2,52554,0,52554,Office,83.0,3150635.5,0.0,1579749.0,1371582.0,83.86
23896,2016,NonResidential,The Long Building,GREATER DUWAMISH,1990,1.0,1,29619,0,29619,Distribution Center,50.0,1524858.875,0.0,553737.0,726527.0,42.45
398,2016,NonResidential,2601 Elliott Avenue,DOWNTOWN,1916,1.0,6,350310,0,350310,Office,90.0,18102026.0,0.0,15974366.0,2127656.0,224.36
24711,2016,NonResidential,Fobes Building - 558,DOWNTOWN,1910,1.0,5,32250,0,32250,Office,92.0,866241.875,0.0,668479.0,127563.0,11.44
37248,2016,NonResidential,Rainier Malt House,GREATER DUWAMISH,1904,1.0,4,72859,0,72859,Non-Refrigerated Warehouse,55.0,1577083.25,0.0,1455485.0,42973.0,12.43
19896,2016,NonResidential,G4 Capital Sea Holdings LLC,DOWNTOWN,1923,1.0,3,22381,0,22381,Restaurant,,3625967.75,0.0,1319044.0,2213922.0,126.78
50039,2016,NonResidential,Honda of Seattle/Toyota of Seattle,GREATER DUWAMISH,2015,1.0,2,108036,0,108036,Parking,,5298717.5,0.0,3752536.0,1239357.0,91.98
21212,2016,NonResidential,Granite Curling Club,NORTHWEST,1961,1.0,1,20236,0,20236,Other - Recreation,,2089365.125,0.0,1187424.0,777758.0,49.58
25567,2016,NonResidential,1109 N NORTHLAKE WAY,LAKE UNION,1938,1.0,1,23050,0,23050,Non-Refrigerated Warehouse,27.0,486485.3125,0.0,466673.0,0.0,3.25
20372,2016,NonResidential,Hotel Andra,DOWNTOWN,1925,1.0,9,104000,0,104000,Hotel,8.0,9037184.0,3578548.25,4159822.0,952277.0,355.8
21436,2016,NonResidential,Seattle Children's Theatre,MAGNOLIA / QUEEN ANNE,1992,1.0,2,40600,0,40600,Other,,2470816.0,137900.0,1509514.0,374537.0,41.06
521,2016,NonResidential,The Evanston Building,LAKE UNION,2000,1.0,4,90000,36528,53472,Office,84.0,3897738.0,0.0,3897737.0,0.0,27.17
24955,2016,NonResidential,3420/3430 E. Marginal Way Whse,GREATER DUWAMISH,1952,1.0,1,16300,0,16300,Distribution Center,100.0,150167.7969,0.0,138179.0,11989.0,1.6
24720,2016,NonResidential,Guardian Security Systems,GREATER DUWAMISH,1927,1.0,1,22580,0,22580,Office,90.0,937950.625,0.0,859792.0,68793.0,9.65
22867,2016,NonResidential,Icicle Seafoods,MAGNOLIA / QUEEN ANNE,1983,1.0,4,41707,15659,26048,Office,78.0,1785685.5,0.0,1755788.0,0.0,12.24
861,2016,NonResidential,Patricia Steele Building,EAST,2003,1.0,5,275130,112980,162150,Medical Office,70.0,9941308.0,0.0,9941307.0,0.0,69.3
21389,2016,NonResidential,Double Y Investment Co.,BALLARD,1951,3.0,1,57310,0,57310,Distribution Center,,1395637.75,0.0,687408.0,566337.0,34.87
28029,2016,NonResidential,Plymouth Poultry,GREATER DUWAMISH,1970,1.0,1,22890,0,22890,Refrigerated Warehouse,,9844836.0,0.0,8922015.0,1083771.0,119.76
120,2016,NonResidential,Holy Names Academy,EAST,1908,1.0,6,194104,0,194104,K-12 School,100.0,7204080.0,0.0,1887893.0,4331949.0,243.23
507,2016,NonResidential,Skyline-East Marginal,GREATER DUWAMISH,1999,1.0,1,243044,0,243044,Non-Refrigerated Warehouse,100.0,1396082.25,0.0,700977.0,695105.0,41.8
22486,2016,NonResidential,Canal Building,MAGNOLIA / QUEEN ANNE,1982,1.0,3,25859,0,25859,Office,88.0,916019.375,0.0,665707.0,193073.0,14.9
20979,2016,NonResidential,The Hathaway Building,GREATER DUWAMISH,1982,1.0,2,40029,0,40029,Office,69.0,1575328.25,0.0,1471914.0,0.0,10.26
21879,2016,NonResidential,HEALTH AND REHAB OF NORTH SEATTLE,NORTHWEST,1954,1.0,2,51298,0,51298,Senior Care Community,85.0,5847878.5,0.0,2094607.0,3560971.0,203.73
21233,2016,NonResidential,Fitness International North Seattle,NORTHWEST,2007,1.0,2,45000,0,45000,Other - Recreation,,6104259.5,0.0,2973668.0,2938397.0,176.79
28030,2016,NonResidential,Sunny Arms,GREATER DUWAMISH,1907,1.0,5,36000,0,36000,Other,,1270850.625,0.0,346376.0,764918.0,43.04
661,2016,NonResidential,Elmer J. Nordstrom Medical Tower,EAST,1985,1.0,10,422503,206580,215923,Medical Office,46.0,17254810.0,994154.3125,16260654.0,0.0,190.1
384,2016,NonResidential,Dawn Food Products,GREATER DUWAMISH,1977,1.0,1,128800,0,128800,Non-Refrigerated Warehouse,97.0,2098949.75,0.0,371850.0,1437252.0,78.92
40028,2016,NonResidential,Sandpoint #5,NORTHEAST,1940,1.0,0,384772,0,384772,Non-Refrigerated Warehouse,69.0,16139557.0,0.0,9014872.0,6191888.0,391.7
24202,2016,NonResidential,Warehouse,GREATER DUWAMISH,1978,1.0,1,21755,0,21755,Non-Refrigerated Warehouse,,956406.375,0.0,592096.0,251981.0,17.51
561,2016,NonResidential,Alley24,LAKE UNION,2005,1.0,6,336700,124800,211900,Office,95.0,9200102.0,0.0,7877393.0,0.0,54.92
21768,2016,NonResidential,Mars Hill Church West Seattle,SOUTHWEST,1957,1.0,1,23562,0,23562,Worship Facility,96.0,531737.1875,0.0,531737.0,0.0,3.71
24100,2016,NonResidential,Canal Boiler Works,GREATER DUWAMISH,1910,1.0,1,32100,0,32100,Other,,904458.125,0.0,314021.0,443988.0,25.77
21366,2016,NonResidential,Town Hall Seattle,EAST,1916,1.0,3,38038,0,38038,Other - Entertainment/Public Assembly,,1255324.0,682047.625,425243.0,0.0,55.61
24381,2016,NonResidential,Rainier Community Center,SOUTHEAST,1995,1.0,1,28425,0,28425,Fitness Center/Health Club/Gym,,2326238.0,0.0,1215305.0,918493.0,57.25
54,2016,NonResidential,Blanchet High School,NORTHWEST,1954,1.0,3,175015,0,175015,K-12 School,95.0,7886505.5,0.0,2679739.0,4315001.0,247.85
20141,2016,NonResidential,WALDEN BUILDING,SOUTHEAST,1990,1.0,2,47560,0,47560,Distribution Center,80.0,1221954.375,0.0,583296.0,549194.0,33.23
421,2016,NonResidential,Meridian (East),DOWNTOWN,1996,0.0,4,267335,166960,100375,Parking,,7378420.5,0.0,5169902.0,2103253.0,147.75
25660,2016,NonResidential,Union Trust Annex,DOWNTOWN,1902,1.0,4,27838,0,27838,Office,77.0,1265151.625,0.0,1217509.0,0.0,8.49
57,2016,NonResidential,5th and Pine,DOWNTOWN,1973,1.0,5,168115,0,168115,Office,78.0,9536161.0,0.0,9536160.0,0.0,66.48
49850,2016,NonResidential,Paul G Allen Athletic Center,NORTHWEST,2014,1.0,2,48925,0,48925,K-12 School,82.0,1695022.25,0.0,1384383.0,246907.0,22.76
494,2016,NonResidential,4225 Roosevelt 2ros4225,NORTHEAST,1988,1.0,4,196749,88405,108344,Medical Office,5.0,19718338.0,0.0,11703547.0,7461566.0,477.87
382,2016,NonResidential,Collins Building,DOWNTOWN,1900,1.0,5,50176,0,50176,Office,77.0,2933288.75,0.0,2836654.0,96634.0,24.91
21955,2016,NonResidential,Magnolia Center,MAGNOLIA / QUEEN ANNE,1927,1.0,3,23910,0,23910,Office,,910117.6875,0.0,678167.0,195410.0,15.11
26017,2016,NonResidential,Aloha Inn,MAGNOLIA / QUEEN ANNE,1981,1.0,4,23513,2211,21302,Residence Hall/Dormitory,,1778251.875,0.0,924449.0,816119.0,49.79
24348,2016,NonResidential,Stoneway,GREATER DUWAMISH,1966,1.0,1,28144,0,28144,Distribution Center,19.0,870127.125,0.0,810350.0,48351.0,8.22
49732,2016,NonResidential,Seattle Children's Hospital Building Hope,NORTHEAST,2013,1.0,8,330000,0,330000,Hospital (General Medical & Surgical),58.0,57764408.0,0.0,27703081.0,30061325.0,1789.69
313,2016,NonResidential,BMR-201 Elliott Avenue LLC,MAGNOLIA / QUEEN ANNE,1927,1.0,5,190000,39000,151000,Medical Office,1.0,28731502.0,0.0,18745441.0,9986059.0,661.04
372,2016,NonResidential,Metropolitan Park East,DOWNTOWN,1988,1.0,20,497513,118744,378769,Office,65.0,0.0,0.0,26602310.0,220905.0,197.19
283,2016,NonResidential,Lake City Center,NORTH,1972,1.0,5,50759,0,50759,Office,62.0,3321734.0,0.0,2558533.0,588509.0,49.09
394,2016,NonResidential,501 Eastlake Ave. (ID394) Republican Building,LAKE UNION,2001,1.0,5,176532,70067,106465,Office,60.0,5803409.0,0.0,5803409.0,0.0,40.46
27673,2016,NonResidential,Hotel1000,DOWNTOWN,2006,0.0,10,392552,22225,370327,Hotel,23.0,17311366.0,0.0,10914911.0,6542646.0,423.57
495,2016,NonResidential,4245 Roosevelt 2ros4245,NORTHEAST,1994,1.0,4,191276,95281,95995,Medical Office,21.0,8422861.0,0.0,8005293.0,417567.0,77.99
27830,2016,NonResidential,ELYSIAN BREWING CO & OFFICES,EAST,1920,1.0,3,23422,0,23422,Office,65.0,2902229.0,0.0,334292.0,2367580.0,128.07
27244,2016,NonResidential,Knights of Columbus,EAST,1912,1.0,3,33708,0,33708,Other,,835610.875,166488.4063,567086.0,52750.0,19.61
350,2016,NonResidential,Second And Spring Building,DOWNTOWN,1958,1.0,6,172842,25920,146922,Office,,41650404.0,0.0,39794668.0,1604831.0,362.66
21380,2016,NonResidential,System Operations Center,Ballard,1993,1.0,1,27744,0,27744,Office,,5355753.0,0.0,5355752.0,0.0,37.34
358,2016,NonResidential,Justice Center,DOWNTOWN,2001,1.0,14,310490,0,310490,Office,,21960822.0,0.0,16124036.0,5045465.0,380.37
540,2016,NonResidential,NWCP-SEA Bldg K,GREATER DUWAMISH,1966,1.0,1,22780,0,22780,Non-Refrigerated Warehouse,33.0,402051.3125,0.0,402051.0,0.0,2.8
769,2016,NonResidential,United Way of King County,DOWNTOWN,1921,1.0,3,52298,0,52298,Office,89.0,2038746.5,0.0,1968655.0,0.0,13.72
21367,2016,NonResidential,First Presbyterian Church of Seattle,EAST,1962,1.0,3,37796,0,37796,Worship Facility,55.0,2769792.0,1379517.75,883838.0,202628.0,123.41
24560,2016,NonResidential,Our Lady of the Lake School,NORTHEAST,1949,1.0,2,43645,0,43645,K-12 School,71.0,2332477.5,0.0,518880.0,1535077.0,85.15
23971,2016,NonResidential,Airport Way,GREATER DUWAMISH,1955,1.0,1,25375,0,25375,Refrigerated Warehouse,,4069301.5,0.0,4069301.0,0.0,28.37
26594,2016,NonResidential,107 Occidental Ave S,DOWNTOWN,1900,1.0,1,21420,0,21420,Museum,,812371.625,0.0,722467.0,88170.0,9.72
326,2016,NonResidential,Westlake Tower,DOWNTOWN,1989,1.0,25,369996,0,369996,Office,74.0,24755086.0,0.0,24755084.0,0.0,172.58
26324,2016,NonResidential,Saint Anne Nursing and Rehab Center,NORTH,1954,1.0,1,22583,0,22583,Senior Care Community,95.0,2123591.75,0.0,743706.0,1237654.0,70.92
409,2016,NonResidential,Washington Federal,DOWNTOWN,1984,1.0,6,109830,13200,96630,Office,45.0,7335905.5,0.0,7335905.0,0.0,51.14
558,2016,NonResidential,70500858 -- North Seattle,NORTH,1980,1.0,1,58480,0,58480,Supermarket/Grocery Store,37.0,11311432.0,0.0,6817771.0,4236763.0,272.54
771,2016,NonResidential,Hoge Building,DOWNTOWN,1911,1.0,17,116640,0,116640,Office,75.0,7066534.5,1736650.625,5021914.0,0.0,169.06
779,2016,NonResidential,Administration Building,DOWNTOWN,1971,1.0,9,224857,0,224857,Office,79.0,16162013.0,4047481.0,11225008.0,0.0,390.67
115,2016,NonResidential,J.G. Scripps Building,MAGNOLIA / QUEEN ANNE,1970,1.0,4,76213,25930,50283,Office,68.0,3647345.75,0.0,2944692.0,531520.0,48.76
27494,2016,NonResidential,Pacific Western Agencies,GREATER DUWAMISH,1979,1.0,1,36982,0,36982,Distribution Center,,405866.9063,0.0,282354.0,92400.0,6.88
22261,2016,NonResidential,Building B,BALLARD,1975,1.0,3,41478,0,41478,Non-Refrigerated Warehouse,3.0,3287502.0,0.0,1799383.0,1236579.0,78.22
841,2016,NonResidential,EMP Museum,MAGNOLIA / QUEEN ANNE,1999,1.0,5,141718,0,141718,Other - Entertainment/Public Assembly,,19009360.0,0.0,14573159.0,4512014.0,341.23
21905,2016,NonResidential,Seattle Athletic Club,NORTH,1979,1.0,1,30610,0,30610,Other - Recreation,,4513728.0,0.0,1999987.0,2294563.0,135.81
21182,2016,NonResidential,Canal Place - 130 Building,MAGNOLIA / QUEEN ANNE,1980,1.0,3,34545,0,34545,Office,29.0,2313978.75,0.0,2313979.0,0.0,16.13
26911,2016,NonResidential,Sigma Chi Fraternity,NORTHEAST,1926,1.0,4,23616,0,23616,Residence Hall/Dormitory,55.0,1771038.0,0.0,743927.0,912493.0,53.65
183,2016,NonResidential,Emerson Hall,MAGNOLIA / QUEEN ANNE,2001,1.0,4,139600,37500,102100,Residence Hall/Dormitory,89.0,4800620.5,0.0,2316298.0,2132284.0,129.39
27131,2016,NonResidential,Pacific Rubber Inc,GREATER DUWAMISH,1974,1.0,1,25620,0,25620,Distribution Center,82.0,652579.875,0.0,189949.0,360375.0,20.46
654,2016,NonResidential,AIRPORT WAY SOUTH,GREATER DUWAMISH,1973,1.0,1,56572,0,56572,Retail Store,66.0,2540840.5,0.0,1315085.0,1094344.0,67.29
34891,2016,NonResidential,70500883 -- West Seattle,SOUTHWEST,2008,1.0,1,37864,0,37864,Supermarket/Grocery Store,61.0,8257472.5,0.0,5407602.0,2618093.0,176.75
20686,2016,NonResidential,Lake City Mini Storage,NORTH,1988,2.0,2,50368,0,50368,Self-Storage Facility,,897822.875,0.0,247692.0,505583.0,28.58
23065,2016,NonResidential,Meridian Center for Health,NORTHWEST,1979,1.0,2,34759,0,34759,Medical Office,81.0,1633105.375,0.0,1633105.0,0.0,11.39
470,2016,NonResidential,401 Terry (ID470),LAKE UNION,2003,1.0,4,241159,111793,129366,Laboratory,,34746128.0,0.0,20388923.0,13324952.0,849.83
21687,2016,NonResidential,DES Seattle Alaska St. Building,SOUTHEAST,1962,1.0,2,22364,0,22364,Adult Education,,1625774.5,0.0,508870.0,958160.0,54.44
66,2016,NonResidential,Moore Hotel INC,DOWNTOWN,1908,1.0,7,122810,0,122810,Hotel,99.0,6088417.5,0.0,1293561.0,4107716.0,227.18
24356,2016,NonResidential,1550 4th Ave S,GREATER DUWAMISH,1979,1.0,2,47368,0,47368,Office,99.0,1033962.125,0.0,1042653.0,0.0,7.27
677,2016,NonResidential,Cabrini Medical Tower,EAST,1973,1.0,19,319911,156407,163504,Medical Office,50.0,15490998.0,3593940.25,11473398.0,0.0,357.39
21396,2016,NonResidential,Uptown Espresso Building (Block 38W) - SEDO,LAKE UNION,1919,1.0,3,40686,0,40686,Restaurant,,2188575.25,0.0,842032.0,1264041.0,73.0
338,2016,NonResidential,Jack R. McDonald Building,DOWNTOWN,2004,1.0,11,299070,68432,230638,Other,,66000296.0,0.0,30651644.0,34685331.0,2055.82
24955,2016,NonResidential,3420/3430 E. Marginal Way Whse,GREATER DUWAMISH,1952,1.0,1,16300,0,16300,Distribution Center,100.0,150167.7969,0.0,138179.0,11989.0,1.6
29552,2016,NonResidential,705 5th Avenue,DOWNTOWN,2000,1.0,11,273185,0,273185,Office,88.0,14709151.0,0.0,14709149.0,0.0,102.54
386,2016,NonResidential,IBM-COS,DOWNTOWN,1964,1.0,22,336330,0,336330,Office,77.0,19730534.0,5370612.0,13134207.0,462194.0,530.66
759,2016,NonResidential,Oddfellows,EAST,1908,1.0,4,55520,0,55520,Office,,3904791.25,0.0,973907.0,2713055.0,150.88
739,2016,NonResidential,Lakeview 837 N 34th,LAKE UNION,2008,1.0,4,202623,88855,113768,Office,73.0,8873485.0,0.0,8873484.0,0.0,61.86
547,2016,NonResidential,NWCP-SEA Bldg B,GREATER DUWAMISH,1966,1.0,1,55700,0,55700,Non-Refrigerated Warehouse,63.0,528115.6875,0.0,519806.0,0.0,3.62
394,2016,NonResidential,501 Eastlake Ave. (ID394) Republican Building,LAKE UNION,2001,1.0,5,176532,70067,106465,Office,60.0,5803409.0,0.0,5803409.0,0.0,40.46
19873,2016,NonResidential,Store #5218_2603 Third Avenue,DOWNTOWN,1931,1.0,2,26270,0,26270,Retail Store,32.0,1667641.25,0.0,1064100.0,496361.0,33.78
23918,2016,NonResidential,CJ and J Pacific,CENTRAL,1963,1.0,2,28296,0,28296,Office,80.0,1301418.875,0.0,1328461.0,0.0,9.26
230,2016,NonResidential,U-Haul Moving and Storage of West Seattle,SOUTHWEST,1969,1.0,2,52088,0,52088,Self-Storage Facility,,1576122.875,0.0,523765.0,853755.0,48.99
346,2016,NonResidential,1000 Second Avenue,DOWNTOWN,1986,1.0,41,589921,129432,460489,Office,84.0,24603420.0,0.0,24603417.0,0.0,171.52
19848,2016,NonResidential,EAST BLDG S,NORTHEAST,2003,1.0,2,49965,0,49965,Retail Store,82.0,3424428.0,0.0,3247196.0,130013.0,29.54
19926,2016,NonResidential,7th & Bell Building,DOWNTOWN,1965,1.0,1,23752,0,23752,Office,,1199844.875,0.0,571058.0,496096.0,30.33
